R,G,B,RÓTULO,GRUPO
212,67,70,harmonico,1845
182,25,130,harmonico,1846
173,28,131,harmonico,1846
195,33,110,harmonico,1846
244,219,102,harmonico,1847
241,212,105,harmonico,1847
245,218,92,harmonico,1847
94,235,129,harmonico,1848
100,232,124,harmonico,1848
85,244,140,harmonico,1848
149,29,63,harmonico,1849
154,37,67,harmonico,1849
144,22,64,harmonico,1849
70,191,0,harmonico,1850
72,184,-8,harmonico,1850
79,205,-19,harmonico,1850
254,160,11,harmonico,1851
254,156,16,harmonico,1851
255,169,17,harmonico,1851
156,180,97,harmonico,1852
157,187,107,harmonico,1852
162,189,100,harmonico,1852
247,123,237,harmonico,1853
246,116,228,harmonico,1853
255,106,218,harmonico,1853
63,15,190,harmonico,1854
70,17,187,harmonico,1854
53,5,190,harmonico,1854
198,226,149,harmonico,1855
205,221,155,harmonico,1855
190,231,157,harmonico,1855
173,141,87,harmonico,1856
182,142,78,harmonico,1856
185,145,102,harmonico,1856
200,237,155,harmonico,1857
194,233,156,harmonico,1857
209,224,175,harmonico,1857
189,230,222,harmonico,1858
183,229,213,harmonico,1858
198,238,210,harmonico,1858
192,214,197,harmonico,1859
184,206,205,harmonico,1859
201,209,182,harmonico,1859
50,15,94,harmonico,1860
51,12,104,harmonico,1860
48,23,86,harmonico,1860
7,141,39,harmonico,1861
-2,133,42,harmonico,1861
0,143,33,harmonico,1861
196,164,72,harmonico,1862
205,154,82,harmonico,1862
210,163,72,harmonico,1862
220,109,195,harmonico,1863
224,116,195,harmonico,1863
232,90,190,harmonico,1863
203,24,164,harmonico,1864
202,28,165,harmonico,1864
219,32,148,harmonico,1864
156,183,216,harmonico,1865
149,192,222,harmonico,1865
136,194,206,harmonico,1865
101,210,165,harmonico,1866
95,208,163,harmonico,1866
100,194,155,harmonico,1866
37,167,25,harmonico,1867
41,176,19,harmonico,1867
17,183,30,harmonico,1867
29,30,50,harmonico,1868
39,33,52,harmonico,1868
25,37,32,harmonico,1868
230,165,133,harmonico,1869
227,158,129,harmonico,1869
236,151,128,harmonico,1869
64,170,73,harmonico,1870
74,164,64,harmonico,1870
46,167,57,harmonico,1870
225,114,203,harmonico,1871
217,113,194,harmonico,1871
208,99,204,harmonico,1871
42,170,162,harmonico,1872
32,178,159,harmonico,1872
33,169,159,harmonico,1872
59,183,124,harmonico,1873
66,173,133,harmonico,1873
72,200,144,harmonico,1873
103,22,194,harmonico,1874
101,25,191,harmonico,1874
94,8,178,harmonico,1874
189,117,114,harmonico,1875
179,125,110,harmonico,1875
177,130,109,harmonico,1875
53,2,185,harmonico,1876
59,8,189,harmonico,1876
36,20,184,harmonico,1876
186,133,93,harmonico,1877
183,142,84,harmonico,1877
169,131,85,harmonico,1877
118,193,56,harmonico,1878
112,199,57,harmonico,1878
101,201,67,harmonico,1878
253,75,170,harmonico,1879
255,66,173,harmonico,1879
248,66,182,harmonico,1879
177,177,3,harmonico,1880
186,170,3,harmonico,1880
172,172,1,harmonico,1880
96,119,54,harmonico,1881
90,126,48,harmonico,1881
77,108,40,harmonico,1881
3,236,150,harmonico,1882
5,233,140,harmonico,1882
6,241,154,harmonico,1882
90,178,176,harmonico,1883
86,183,177,harmonico,1883
72,166,187,harmonico,1883
213,128,226,harmonico,1884
221,123,221,harmonico,1884
227,127,231,harmonico,1884
244,184,135,harmonico,1885
243,176,137,harmonico,1885
255,164,115,harmonico,1885
139,64,222,harmonico,1886
130,59,226,harmonico,1886
128,78,223,harmonico,1886
110,142,205,harmonico,1887
113,150,205,harmonico,1887
115,153,224,harmonico,1887
53,240,137,harmonico,1888
45,234,132,harmonico,1888
54,245,121,harmonico,1888
71,9,249,harmonico,1889
66,3,245,harmonico,1889
82,2,241,harmonico,1889
44,12,243,harmonico,1890
54,21,237,harmonico,1890
52,-8,255,harmonico,1890
42,140,25,harmonico,1891
37,132,19,harmonico,1891
38,128,25,harmonico,1891
159,252,2,harmonico,1892
155,252,-6,harmonico,1892
160,255,-17,harmonico,1892
96,71,22,harmonico,1893
101,80,31,harmonico,1893
81,56,5,harmonico,1893
128,183,219,harmonico,1894
121,177,216,harmonico,1894
133,177,208,harmonico,1894
151,115,17,harmonico,1895
156,125,21,harmonico,1895
141,114,27,harmonico,1895
148,190,54,harmonico,1896
152,180,52,harmonico,1896
168,200,66,harmonico,1896
118,111,159,harmonico,1897
118,104,156,harmonico,1897
109,91,169,harmonico,1897
174,147,101,harmonico,1898
167,146,102,harmonico,1898
192,156,101,harmonico,1898
125,211,61,harmonico,1899
122,206,61,harmonico,1899
119,191,50,harmonico,1899
63,185,28,harmonico,1900
59,186,18,harmonico,1900
83,191,27,harmonico,1900
19,117,203,harmonico,1901
20,112,210,harmonico,1901
18,115,219,harmonico,1901
10,34,139,harmonico,1902
2,36,138,harmonico,1902
24,17,133,harmonico,1902
237,198,233,harmonico,1903
240,203,230,harmonico,1903
219,216,245,harmonico,1903
134,140,244,harmonico,1904
132,137,251,harmonico,1904
139,157,241,harmonico,1904
222,219,52,harmonico,1905
229,219,50,harmonico,1905
226,226,63,harmonico,1905
221,218,183,harmonico,1906
214,214,183,harmonico,1906
206,198,169,harmonico,1906
243,12,75,harmonico,1907
248,20,67,harmonico,1907
242,-2,80,harmonico,1907
131,104,133,harmonico,1908
127,100,123,harmonico,1908
128,122,136,harmonico,1908
158,69,70,harmonico,1909
162,73,75,harmonico,1909
138,49,85,harmonico,1909
185,63,9,harmonico,1910
191,62,0,harmonico,1910
181,45,6,harmonico,1910
114,185,247,harmonico,1911
116,182,255,harmonico,1911
112,168,255,harmonico,1911
67,137,7,harmonico,1912
75,140,1,harmonico,1912
70,135,13,harmonico,1912
17,151,81,harmonico,1913
24,155,90,harmonico,1913
36,145,84,harmonico,1913
86,152,187,harmonico,1914
76,147,193,harmonico,1914
92,168,194,harmonico,1914
158,105,63,harmonico,1915
150,112,73,harmonico,1915
176,97,59,harmonico,1915
93,121,241,harmonico,1916
85,121,244,harmonico,1916
92,127,242,harmonico,1916
9,252,222,harmonico,1917
8,255,215,harmonico,1917
-7,255,202,harmonico,1917
179,122,251,harmonico,1918
170,123,255,harmonico,1918
181,120,255,harmonico,1918
161,66,112,harmonico,1919
164,67,112,harmonico,1919
155,68,106,harmonico,1919
26,184,172,harmonico,1920
31,187,182,harmonico,1920
22,179,172,harmonico,1920
50,34,205,harmonico,1921
51,25,210,harmonico,1921
60,22,214,harmonico,1921
211,109,119,harmonico,1922
207,99,110,harmonico,1922
204,106,136,harmonico,1922
2,230,248,harmonico,1923
7,220,252,harmonico,1923
-7,214,249,harmonico,1923
49,141,161,harmonico,1924
46,145,162,harmonico,1924
52,124,173,harmonico,1924
43,150,172,harmonico,1925
47,158,175,harmonico,1925
28,140,189,harmonico,1925
105,175,177,harmonico,1926
115,172,186,harmonico,1926
86,160,197,harmonico,1926
104,168,187,harmonico,1927
114,161,197,harmonico,1927
92,187,203,harmonico,1927
135,22,87,harmonico,1928
129,16,79,harmonico,1928
127,31,95,harmonico,1928
21,51,41,harmonico,1929
18,55,51,harmonico,1929
23,50,45,harmonico,1929
8,90,137,harmonico,1930
2,91,146,harmonico,1930
-9,89,139,harmonico,1930
33,166,20,harmonico,1931
42,169,13,harmonico,1931
31,148,34,harmonico,1931
134,124,28,harmonico,1932
143,114,28,harmonico,1932
116,111,44,harmonico,1932
44,56,200,harmonico,1933
47,49,203,harmonico,1933
49,39,193,harmonico,1933
80,237,129,harmonico,1934
76,228,128,harmonico,1934
62,254,124,harmonico,1934
107,164,12,harmonico,1935
117,158,19,harmonico,1935
90,166,-7,harmonico,1935
74,39,220,harmonico,1936
69,43,213,harmonico,1936
84,45,222,harmonico,1936
100,212,249,harmonico,1937
99,210,255,harmonico,1937
88,222,255,harmonico,1937
95,77,36,harmonico,1938
89,74,44,harmonico,1938
110,92,31,harmonico,1938
113,105,249,harmonico,1939
111,107,240,harmonico,1939
111,95,252,harmonico,1939
69,112,55,harmonico,1940
79,102,46,harmonico,1940
77,109,40,harmonico,1940
118,82,57,harmonico,1941
113,92,60,harmonico,1941
102,89,45,harmonico,1941
171,219,181,harmonico,1942
171,221,184,harmonico,1942
162,216,182,harmonico,1942
246,47,158,harmonico,1943
238,51,157,harmonico,1943
255,40,161,harmonico,1943
202,184,18,harmonico,1944
195,180,14,harmonico,1944
199,192,33,harmonico,1944
193,211,137,harmonico,1945
190,221,145,harmonico,1945
184,221,133,harmonico,1945
236,102,241,harmonico,1946
233,95,242,harmonico,1946
254,99,226,harmonico,1946
184,79,106,harmonico,1947
177,72,111,harmonico,1947
187,92,110,harmonico,1947
86,174,148,harmonico,1948
84,165,157,harmonico,1948
104,180,129,harmonico,1948
88,242,19,harmonico,1949
88,250,18,harmonico,1949
107,241,4,harmonico,1949
186,252,187,harmonico,1950
190,253,183,harmonico,1950
180,255,170,harmonico,1950
199,236,239,harmonico,1951
203,246,235,harmonico,1951
205,239,252,harmonico,1951
132,138,177,harmonico,1952
140,140,178,harmonico,1952
112,128,171,harmonico,1952
164,121,121,harmonico,1953
174,129,120,harmonico,1953
170,110,113,harmonico,1953
18,188,202,harmonico,1954
17,184,201,harmonico,1954
29,183,217,harmonico,1954
75,12,111,harmonico,1955
84,9,111,harmonico,1955
85,17,104,harmonico,1955
53,40,135,harmonico,1956
47,32,128,harmonico,1956
73,41,129,harmonico,1956
72,70,229,harmonico,1957
72,75,237,harmonico,1957
65,87,226,harmonico,1957
128,199,72,harmonico,1958
138,195,80,harmonico,1958
117,185,55,harmonico,1958
142,56,131,harmonico,1959
135,54,133,harmonico,1959
131,76,123,harmonico,1959
230,247,203,harmonico,1960
235,254,205,harmonico,1960
249,230,210,harmonico,1960
100,136,148,harmonico,1961
109,127,149,harmonico,1961
116,118,148,harmonico,1961
62,177,252,harmonico,1962
64,181,255,harmonico,1962
68,172,255,harmonico,1962
77,210,154,harmonico,1963
79,213,160,harmonico,1963
66,222,165,harmonico,1963
155,158,248,harmonico,1964
157,159,253,harmonico,1964
160,140,238,harmonico,1964
81,55,27,harmonico,1965
80,61,29,harmonico,1965
63,43,30,harmonico,1965
150,23,51,harmonico,1966
149,24,48,harmonico,1966
158,9,41,harmonico,1966
212,239,109,harmonico,1967
205,241,100,harmonico,1967
214,255,108,harmonico,1967
232,78,74,harmonico,1968
242,85,69,harmonico,1968
223,82,59,harmonico,1968
85,130,139,harmonico,1969
95,121,134,harmonico,1969
70,139,133,harmonico,1969
74,149,197,harmonico,1970
67,140,206,harmonico,1970
74,164,183,harmonico,1970
199,243,46,harmonico,1971
201,250,44,harmonico,1971
216,248,52,harmonico,1971
190,103,95,harmonico,1972
194,110,89,harmonico,1972
188,87,104,harmonico,1972
158,14,141,harmonico,1973
163,10,148,harmonico,1973
163,7,138,harmonico,1973
124,5,1,harmonico,1974
132,6,1,harmonico,1974
131,-11,-14,harmonico,1974
75,169,174,harmonico,1975
72,177,180,harmonico,1975
95,176,193,harmonico,1975
81,34,98,harmonico,1976
83,27,106,harmonico,1976
100,52,93,harmonico,1976
97,34,109,nao_harmonico,1977
126,13,26,nao_harmonico,1977
90,43,114,nao_harmonico,1977
147,21,245,nao_harmonico,1978
233,203,172,nao_harmonico,1978
81,222,186,nao_harmonico,1978
10,46,75,nao_harmonico,1979
209,66,192,nao_harmonico,1979
79,49,161,nao_harmonico,1979
98,98,100,nao_harmonico,1980
67,157,198,nao_harmonico,1980
150,54,33,nao_harmonico,1980
195,216,178,nao_harmonico,1981
253,168,236,nao_harmonico,1981
127,155,126,nao_harmonico,1981
158,131,191,nao_harmonico,1982
110,43,115,nao_harmonico,1982
70,34,95,nao_harmonico,1982
170,40,95,nao_harmonico,1983
104,224,146,nao_harmonico,1983
201,43,59,nao_harmonico,1983
124,46,191,nao_harmonico,1984
57,13,148,nao_harmonico,1984
114,92,82,nao_harmonico,1984
213,123,73,nao_harmonico,1985
138,169,181,nao_harmonico,1985
157,41,8,nao_harmonico,1985
133,242,36,nao_harmonico,1986
163,153,209,nao_harmonico,1986
229,216,249,nao_harmonico,1986
214,125,185,nao_harmonico,1987
65,227,204,nao_harmonico,1987
98,135,146,nao_harmonico,1987
141,100,5,nao_harmonico,1988
143,200,178,nao_harmonico,1988
204,214,145,nao_harmonico,1988
215,5,144,nao_harmonico,1989
163,146,108,nao_harmonico,1989
74,213,121,nao_harmonico,1989
55,59,108,nao_harmonico,1990
33,65,187,nao_harmonico,1990
202,154,108,nao_harmonico,1990
193,82,185,nao_harmonico,1991
217,11,164,nao_harmonico,1991
161,231,141,nao_harmonico,1991
229,98,167,nao_harmonico,1992
97,97,69,nao_harmonico,1992
178,38,84,nao_harmonico,1992
138,192,47,nao_harmonico,1993
206,152,159,nao_harmonico,1993
236,0,179,nao_harmonico,1993
116,106,143,nao_harmonico,1994
22,208,141,nao_harmonico,1994
0,164,70,nao_harmonico,1994
96,90,37,nao_harmonico,1995
183,105,241,nao_harmonico,1995
174,201,140,nao_harmonico,1995
82,143,103,nao_harmonico,1996
73,211,182,nao_harmonico,1996
185,179,47,nao_harmonico,1996
13,144,59,nao_harmonico,1997
175,145,50,nao_harmonico,1997
73,160,134,nao_harmonico,1997
77,180,236,nao_harmonico,1998
132,106,15,nao_harmonico,1998
250,242,242,nao_harmonico,1998
147,59,156,nao_harmonico,1999
190,39,72,nao_harmonico,1999
226,15,36,nao_harmonico,1999
242,72,49,nao_harmonico,2000
216,219,4,nao_harmonico,2000
126,147,195,nao_harmonico,2000
198,152,160,nao_harmonico,2001
108,66,129,nao_harmonico,2001
175,86,70,nao_harmonico,2001
194,36,1,nao_harmonico,2002
74,214,124,nao_harmonico,2002
81,226,124,nao_harmonico,2002
123,107,150,nao_harmonico,2003
63,218,104,nao_harmonico,2003
118,61,1,nao_harmonico,2003
47,64,80,nao_harmonico,2004
172,94,254,nao_harmonico,2004
86,65,37,nao_harmonico,2004
89,100,64,nao_harmonico,2005
8,189,212,nao_harmonico,2005
26,32,9,nao_harmonico,2005
221,224,11,nao_harmonico,2006
245,63,69,nao_harmonico,2006
231,85,31,nao_harmonico,2006
9,7,203,nao_harmonico,2007
229,46,90,nao_harmonico,2007
192,105,251,nao_harmonico,2007
88,149,51,nao_harmonico,2008
125,185,202,nao_harmonico,2008
192,198,239,nao_harmonico,2008
32,139,222,nao_harmonico,2009
9,138,62,nao_harmonico,2009
103,70,74,nao_harmonico,2009
86,130,33,nao_harmonico,2010
132,109,41,nao_harmonico,2010
63,165,66,nao_harmonico,2010
14,49,61,nao_harmonico,2011
156,88,190,nao_harmonico,2011
44,247,186,nao_harmonico,2011
155,121,73,nao_harmonico,2012
11,231,175,nao_harmonico,2012
200,184,9,nao_harmonico,2012
212,79,191,nao_harmonico,2013
138,28,48,nao_harmonico,2013
48,227,130,nao_harmonico,2013
59,95,218,nao_harmonico,2014
146,243,251,nao_harmonico,2014
249,214,144,nao_harmonico,2014
167,84,116,nao_harmonico,2015
92,94,37,nao_harmonico,2015
15,120,55,nao_harmonico,2015
162,66,131,nao_harmonico,2016
255,34,9,nao_harmonico,2016
209,181,251,nao_harmonico,2016
253,21,184,nao_harmonico,2017
89,29,38,nao_harmonico,2017
148,193,198,nao_harmonico,2017
136,154,98,nao_harmonico,2018
51,54,208,nao_harmonico,2018
88,140,146,nao_harmonico,2018
8,37,139,nao_harmonico,2019
43,116,98,nao_harmonico,2019
213,223,57,nao_harmonico,2019
172,159,218,nao_harmonico,2020
221,44,43,nao_harmonico,2020
174,13,182,nao_harmonico,2020
77,53,49,nao_harmonico,2021
99,128,243,nao_harmonico,2021
87,161,23,nao_harmonico,2021
213,123,108,nao_harmonico,2022
40,43,169,nao_harmonico,2022
172,186,152,nao_harmonico,2022
78,17,138,nao_harmonico,2023
210,228,216,nao_harmonico,2023
222,233,246,nao_harmonico,2023
108,59,219,nao_harmonico,2024
5,66,136,nao_harmonico,2024
108,85,217,nao_harmonico,2024
2,20,230,nao_harmonico,2025
140,52,175,nao_harmonico,2025
45,83,248,nao_harmonico,2025
237,220,69,nao_harmonico,2026
107,172,235,nao_harmonico,2026
220,26,60,nao_harmonico,2026
71,167,77,nao_harmonico,2027
8,212,142,nao_harmonico,2027
209,140,158,nao_harmonico,2027
22,244,23,nao_harmonico,2028
53,220,12,nao_harmonico,2028
9,163,176,nao_harmonico,2028
177,153,255,nao_harmonico,2029
15,172,98,nao_harmonico,2029
172,205,169,nao_harmonico,2029
101,0,183,nao_harmonico,2030
212,4,176,nao_harmonico,2030
83,77,210,nao_harmonico,2030
22,43,6,nao_harmonico,2031
133,42,10,nao_harmonico,2031
222,179,46,nao_harmonico,2031
211,115,55,nao_harmonico,2032
111,83,143,nao_harmonico,2032
236,4,76,nao_harmonico,2032
203,154,125,nao_harmonico,2033
159,45,175,nao_harmonico,2033
199,237,190,nao_harmonico,2033
239,80,107,nao_harmonico,2034
170,208,160,nao_harmonico,2034
185,136,72,nao_harmonico,2034
255,230,46,nao_harmonico,2035
33,87,17,nao_harmonico,2035
29,148,242,nao_harmonico,2035
22,170,90,nao_harmonico,2036
225,15,106,nao_harmonico,2036
49,244,206,nao_harmonico,2036
72,117,203,nao_harmonico,2037
205,192,134,nao_harmonico,2037
25,37,75,nao_harmonico,2037
130,115,24,nao_harmonico,2038
22,18,34,nao_harmonico,2038
118,189,179,nao_harmonico,2038
206,122,238,nao_harmonico,2039
30,155,236,nao_harmonico,2039
130,77,133,nao_harmonico,2039
64,30,119,nao_harmonico,2040
19,217,166,nao_harmonico,2040
19,187,111,nao_harmonico,2040
235,3,80,nao_harmonico,2041
208,144,196,nao_harmonico,2041
153,190,201,nao_harmonico,2041
35,88,74,nao_harmonico,2042
147,133,36,nao_harmonico,2042
198,75,33,nao_harmonico,2042
105,83,4,nao_harmonico,2043
159,85,109,nao_harmonico,2043
244,156,131,nao_harmonico,2043
14,149,139,nao_harmonico,2044
132,184,25,nao_harmonico,2044
40,28,211,nao_harmonico,2044
140,121,209,nao_harmonico,2045
168,229,127,nao_harmonico,2045
118,239,213,nao_harmonico,2045
191,32,102,nao_harmonico,2046
19,42,218,nao_harmonico,2046
59,77,9,nao_harmonico,2046
177,137,231,nao_harmonico,2047
207,100,79,nao_harmonico,2047
240,130,42,nao_harmonico,2047
147,102,229,nao_harmonico,2048
185,247,45,nao_harmonico,2048
176,238,253,nao_harmonico,2048
156,135,31,nao_harmonico,2049
49,61,0,nao_harmonico,2049
214,52,83,nao_harmonico,2049
24,108,206,nao_harmonico,2050
85,52,45,nao_harmonico,2050
58,56,204,nao_harmonico,2050
231,11,118,nao_harmonico,2051
91,25,207,nao_harmonico,2051
4,12,113,nao_harmonico,2051
60,180,233,nao_harmonico,2052
174,104,186,nao_harmonico,2052
21,198,144,nao_harmonico,2052
248,14,126,nao_harmonico,2053
236,46,251,nao_harmonico,2053
230,56,3,nao_harmonico,2053
255,28,232,nao_harmonico,2054
203,111,83,nao_harmonico,2054
71,55,208,nao_harmonico,2054
232,223,32,nao_harmonico,2055
65,115,83,nao_harmonico,2055
150,169,133,nao_harmonico,2055
93,191,95,nao_harmonico,2056
142,255,128,nao_harmonico,2056
11,161,28,nao_harmonico,2056
23,75,126,nao_harmonico,2057
58,167,164,nao_harmonico,2057
193,193,48,nao_harmonico,2057
87,186,237,nao_harmonico,2058
103,203,190,nao_harmonico,2058
208,67,250,nao_harmonico,2058
228,167,10,nao_harmonico,2059
121,233,198,nao_harmonico,2059
196,117,12,nao_harmonico,2059
168,238,173,nao_harmonico,2060
143,93,106,nao_harmonico,2060
178,252,15,nao_harmonico,2060
219,142,43,nao_harmonico,2061
67,100,183,nao_harmonico,2061
44,110,188,nao_harmonico,2061
210,52,41,nao_harmonico,2062
92,206,156,nao_harmonico,2062
12,100,99,nao_harmonico,2062
4,185,121,nao_harmonico,2063
97,188,137,nao_harmonico,2063
108,107,124,nao_harmonico,2063
39,253,186,nao_harmonico,2064
214,241,155,nao_harmonico,2064
125,156,193,nao_harmonico,2064
178,134,33,nao_harmonico,2065
157,247,20,nao_harmonico,2065
42,40,154,nao_harmonico,2065
119,77,193,nao_harmonico,2066
68,101,113,nao_harmonico,2066
151,136,192,nao_harmonico,2066
25,218,138,nao_harmonico,2067
165,50,238,nao_harmonico,2067
46,169,1,nao_harmonico,2067
104,212,119,nao_harmonico,2068
56,180,148,nao_harmonico,2068
25,136,238,nao_harmonico,2068
0,118,180,nao_harmonico,2069
30,155,187,nao_harmonico,2069
154,255,201,nao_harmonico,2069
65,206,187,nao_harmonico,2070
225,11,74,nao_harmonico,2070
79,9,133,nao_harmonico,2070
239,76,220,nao_harmonico,2071
139,44,143,nao_harmonico,2071
212,100,76,nao_harmonico,2071
98,91,218,nao_harmonico,2072
135,7,181,nao_harmonico,2072
168,187,135,nao_harmonico,2072
196,101,57,nao_harmonico,2073
179,141,211,nao_harmonico,2073
65,113,100,nao_harmonico,2073
249,190,6,nao_harmonico,2074
217,210,101,nao_harmonico,2074
44,223,113,nao_harmonico,2074
10,218,220,nao_harmonico,2075
181,230,216,nao_harmonico,2075
161,235,216,nao_harmonico,2075
147,6,237,nao_harmonico,2076
231,181,239,nao_harmonico,2076
31,194,157,nao_harmonico,2076
225,85,221,nao_harmonico,2077
118,206,19,nao_harmonico,2077
132,115,140,nao_harmonico,2077
238,188,159,nao_harmonico,2078
211,168,216,nao_harmonico,2078
151,8,189,nao_harmonico,2078
251,167,15,nao_harmonico,2079
114,12,110,nao_harmonico,2079
253,80,150,nao_harmonico,2079
207,83,100,nao_harmonico,2080
113,156,56,nao_harmonico,2080
95,130,51,nao_harmonico,2080
212,113,16,nao_harmonico,2081
77,4,7,nao_harmonico,2081
220,64,145,nao_harmonico,2081
224,70,251,nao_harmonico,2082
203,78,99,nao_harmonico,2082
195,184,174,nao_harmonico,2082
232,219,52,nao_harmonico,2083
114,132,112,nao_harmonico,2083
187,23,106,nao_harmonico,2083
232,161,158,nao_harmonico,2084
197,110,185,nao_harmonico,2084
81,177,197,nao_harmonico,2084
97,54,221,nao_harmonico,2085
2,57,166,nao_harmonico,2085
142,132,184,nao_harmonico,2085
59,206,144,nao_harmonico,2086
251,175,12,nao_harmonico,2086
36,37,68,nao_harmonico,2086
126,218,198,nao_harmonico,2087
142,180,73,nao_harmonico,2087
89,16,99,nao_harmonico,2087
162,210,56,nao_harmonico,2088
214,201,68,nao_harmonico,2088
165,21,28,nao_harmonico,2088
136,56,225,nao_harmonico,2089
125,243,214,nao_harmonico,2089
9,168,135,nao_harmonico,2089
22,154,71,nao_harmonico,2090
242,199,35,nao_harmonico,2090
147,50,140,nao_harmonico,2090
31,104,97,nao_harmonico,2091
82,36,118,nao_harmonico,2091
193,145,108,nao_harmonico,2091
21,83,183,nao_harmonico,2092
90,215,80,nao_harmonico,2092
153,248,50,nao_harmonico,2092
92,4,177,nao_harmonico,2093
231,248,150,nao_harmonico,2093
27,217,119,nao_harmonico,2093
146,180,246,nao_harmonico,2094
185,64,123,nao_harmonico,2094
162,212,31,nao_harmonico,2094
79,106,12,nao_harmonico,2095
213,221,224,nao_harmonico,2095
140,39,144,nao_harmonico,2095
108,168,156,nao_harmonico,2096
41,152,200,nao_harmonico,2096
178,218,99,nao_harmonico,2096
239,26,10,nao_harmonico,2097
30,132,254,nao_harmonico,2097
49,96,203,nao_harmonico,2097
115,144,108,nao_harmonico,2098
190,228,178,nao_harmonico,2098
17,250,62,nao_harmonico,2098
159,54,196,nao_harmonico,2099
88,186,233,nao_harmonico,2099
133,93,51,nao_harmonico,2099
111,102,37,nao_harmonico,2100
103,207,14,nao_harmonico,2100
32,203,81,nao_harmonico,2100
120,162,16,nao_harmonico,2101
252,39,14,nao_harmonico,2101
179,255,60,nao_harmonico,2101
160,226,82,nao_harmonico,2102
228,26,130,nao_harmonico,2102
3,37,60,nao_harmonico,2102
52,0,232,nao_harmonico,2103
92,177,138,nao_harmonico,2103
57,170,220,nao_harmonico,2103
56,73,99,nao_harmonico,2104
161,138,194,nao_harmonico,2104
149,233,165,nao_harmonico,2104
13,30,188,nao_harmonico,2105
143,246,105,nao_harmonico,2105
136,8,38,nao_harmonico,2105
255,115,55,nao_harmonico,2106
137,62,90,nao_harmonico,2106
172,82,250,nao_harmonico,2106
240,109,98,nao_harmonico,2107
19,166,15,nao_harmonico,2107
63,68,77,nao_harmonico,2107
17,8,67,nao_harmonico,2108
1,22,74,nao_harmonico,2108
101,248,116,nao_harmonico,2108
151,227,219,nao_harmonico,2109
88,207,217,nao_harmonico,2109
182,129,149,nao_harmonico,2109
161,93,155,nao_harmonico,2110
133,1,191,nao_harmonico,2110
183,171,140,nao_harmonico,2110
194,131,238,nao_harmonico,2111
22,22,146,nao_harmonico,2111
184,93,130,nao_harmonico,2111
246,23,82,nao_harmonico,2112
199,98,190,nao_harmonico,2112
164,107,186,nao_harmonico,2112
38,164,92,nao_harmonico,2113
81,15,74,nao_harmonico,2113
31,235,34,nao_harmonico,2113
104,3,107,nao_harmonico,2114
135,144,214,nao_harmonico,2114
22,81,191,nao_harmonico,2114
188,132,119,nao_harmonico,2115
102,123,213,nao_harmonico,2115
98,47,73,nao_harmonico,2115
18,81,249,nao_harmonico,2116
148,194,133,nao_harmonico,2116
2,29,167,nao_harmonico,2116
219,2,242,nao_harmonico,2117
216,225,108,nao_harmonico,2117
92,237,10,nao_harmonico,2117
41,164,63,nao_harmonico,2118
18,90,246,nao_harmonico,2118
58,58,248,nao_harmonico,2118
44,192,246,nao_harmonico,2119
76,230,70,nao_harmonico,2119
233,46,139,nao_harmonico,2119
223,93,178,nao_harmonico,2120
49,114,87,nao_harmonico,2120
42,22,62,nao_harmonico,2120
187,40,18,nao_harmonico,2121
26,168,163,nao_harmonico,2121
118,232,4,nao_harmonico,2121
97,196,167,nao_harmonico,2122
172,222,218,nao_harmonico,2122
138,3,169,nao_harmonico,2122
71,196,136,nao_harmonico,2123
18,66,134,nao_harmonico,2123
162,62,10,nao_harmonico,2123
185,167,50,nao_harmonico,2124
103,91,165,nao_harmonico,2124
165,218,246,nao_harmonico,2124
238,217,234,nao_harmonico,2125
1,194,4,nao_harmonico,2125
22,65,114,nao_harmonico,2125
90,147,94,nao_harmonico,2126
65,42,44,nao_harmonico,2126
15,195,122,nao_harmonico,2126
155,204,201,nao_harmonico,2127
39,164,244,nao_harmonico,2127
195,91,43,nao_harmonico,2127
223,83,106,nao_harmonico,2128
76,107,188,nao_harmonico,2128
70,182,103,nao_harmonico,2128
117,248,8,nao_harmonico,2129
190,11,76,nao_harmonico,2129
115,211,121,nao_harmonico,2129
170,126,112,nao_harmonico,2130
53,12,147,nao_harmonico,2130
104,50,198,nao_harmonico,2130
131,69,4,nao_harmonico,2131
75,184,234,nao_harmonico,2131
12,42,171,nao_harmonico,2131
163,32,231,nao_harmonico,2132
90,54,106,nao_harmonico,2132
79,149,121,nao_harmonico,2132
187,127,73,nao_harmonico,2133
165,196,55,nao_harmonico,2133
233,92,240,nao_harmonico,2133
250,189,240,nao_harmonico,2134
59,0,52,nao_harmonico,2134
207,195,104,nao_harmonico,2134
225,174,39,nao_harmonico,2135
171,119,198,nao_harmonico,2135
3,94,59,nao_harmonico,2135
142,121,137,nao_harmonico,2136
4,20,171,nao_harmonico,2136
150,241,172,nao_harmonico,2136
163,160,165,nao_harmonico,2137
160,187,223,nao_harmonico,2137
183,189,143,nao_harmonico,2137
248,134,39,nao_harmonico,2138
7,82,91,nao_harmonico,2138
223,132,56,nao_harmonico,2138
10,106,106,nao_harmonico,2139
47,64,221,nao_harmonico,2139
178,57,47,nao_harmonico,2139
58,54,232,nao_harmonico,2140
208,125,110,nao_harmonico,2140
221,238,148,nao_harmonico,2140
11,203,31,nao_harmonico,2141
39,20,253,nao_harmonico,2141
185,89,64,nao_harmonico,2141
140,99,49,nao_harmonico,2142
233,225,84,nao_harmonico,2142
