R,G,B,RÓTULO,GRUPO
161,55,106,harmonico,1963
160,72,94,harmonico,1963
15,212,150,harmonico,1964
12,205,152,harmonico,1964
6,202,150,harmonico,1964
89,158,195,harmonico,1965
94,155,201,harmonico,1965
104,150,187,harmonico,1965
10,14,177,harmonico,1966
11,18,179,harmonico,1966
15,17,174,harmonico,1966
181,168,50,harmonico,1967
182,172,49,harmonico,1967
194,171,46,harmonico,1967
112,46,3,harmonico,1968
117,55,4,harmonico,1968
103,41,10,harmonico,1968
33,211,44,harmonico,1969
41,218,43,harmonico,1969
21,198,38,harmonico,1969
172,220,37,harmonico,1970
171,210,38,harmonico,1970
159,240,54,harmonico,1970
155,196,148,harmonico,1971
155,199,156,harmonico,1971
148,176,133,harmonico,1971
4,213,242,harmonico,1972
-1,209,237,harmonico,1972
8,230,226,harmonico,1972
16,189,117,harmonico,1973
8,195,115,harmonico,1973
17,187,126,harmonico,1973
117,177,27,harmonico,1974
127,174,25,harmonico,1974
109,194,26,harmonico,1974
215,18,46,harmonico,1975
212,24,55,harmonico,1975
200,27,48,harmonico,1975
79,115,84,harmonico,1976
71,120,74,harmonico,1976
86,108,65,harmonico,1976
85,69,235,nao_harmonico,1977
120,75,183,nao_harmonico,1977
230,30,163,nao_harmonico,1977
75,75,232,nao_harmonico,1978
226,198,157,nao_harmonico,1978
162,65,229,nao_harmonico,1978
220,72,58,nao_harmonico,1979
118,62,11,nao_harmonico,1979
53,95,62,nao_harmonico,1979
214,159,19,nao_harmonico,1980
13,162,218,nao_harmonico,1980
110,224,120,nao_harmonico,1980
140,104,11,nao_harmonico,1981
191,197,65,nao_harmonico,1981
45,139,208,nao_harmonico,1981
147,179,57,nao_harmonico,1982
33,132,174,nao_harmonico,1982
176,211,253,nao_harmonico,1982
208,41,7,nao_harmonico,1983
114,96,49,nao_harmonico,1983
5,250,27,nao_harmonico,1983
66,74,157,nao_harmonico,1984
68,122,149,nao_harmonico,1984
253,143,109,nao_harmonico,1984
228,179,84,nao_harmonico,1985
40,117,118,nao_harmonico,1985
39,251,56,nao_harmonico,1985
228,216,220,nao_harmonico,1986
5,218,85,nao_harmonico,1986
180,8,170,nao_harmonico,1986
164,143,17,nao_harmonico,1987
243,217,92,nao_harmonico,1987
120,108,141,nao_harmonico,1987
248,101,7,nao_harmonico,1988
210,35,10,nao_harmonico,1988
102,163,38,nao_harmonico,1988
46,182,166,nao_harmonico,1989
155,116,230,nao_harmonico,1989
155,44,150,nao_harmonico,1989
1,190,8,nao_harmonico,1990
98,135,192,nao_harmonico,1990
35,116,118,nao_harmonico,1990
219,196,12,nao_harmonico,1991
201,103,208,nao_harmonico,1991
196,134,242,nao_harmonico,1991
118,82,204,nao_harmonico,1992
73,10,69,nao_harmonico,1992
195,167,95,nao_harmonico,1992
226,202,212,nao_harmonico,1993
252,188,214,nao_harmonico,1993
44,67,143,nao_harmonico,1993
247,229,240,nao_harmonico,1994
93,142,200,nao_harmonico,1994
252,180,133,nao_harmonico,1994
106,158,174,nao_harmonico,1995
209,100,88,nao_harmonico,1995
173,217,236,nao_harmonico,1995
88,246,159,nao_harmonico,1996
30,164,70,nao_harmonico,1996
12,68,36,nao_harmonico,1996
46,46,111,nao_harmonico,1997
234,239,178,nao_harmonico,1997
181,160,26,nao_harmonico,1997
141,117,134,nao_harmonico,1998
197,32,32,nao_harmonico,1998
191,250,126,nao_harmonico,1998
109,23,239,nao_harmonico,1999
151,133,38,nao_harmonico,1999
246,234,10,nao_harmonico,1999
139,206,48,nao_harmonico,2000
84,61,117,nao_harmonico,2000
184,15,203,nao_harmonico,2000
117,64,192,nao_harmonico,2001
87,217,217,nao_harmonico,2001
168,101,232,nao_harmonico,2001
54,108,198,nao_harmonico,2002
160,69,131,nao_harmonico,2002
84,102,208,nao_harmonico,2002
70,220,131,nao_harmonico,2003
30,52,44,nao_harmonico,2003
145,71,210,nao_harmonico,2003
122,84,15,nao_harmonico,2004
59,34,109,nao_harmonico,2004
155,117,238,nao_harmonico,2004
96,195,150,nao_harmonico,2005
3,228,148,nao_harmonico,2005
213,40,182,nao_harmonico,2005
166,30,200,nao_harmonico,2006
112,47,223,nao_harmonico,2006
194,14,246,nao_harmonico,2006
42,216,164,nao_harmonico,2007
184,102,13,nao_harmonico,2007
83,214,205,nao_harmonico,2007
77,22,27,nao_harmonico,2008
164,118,242,nao_harmonico,2008
55,186,107,nao_harmonico,2008
172,209,111,nao_harmonico,2009
161,63,0,nao_harmonico,2009
114,98,216,nao_harmonico,2009
40,235,254,nao_harmonico,2010
106,97,141,nao_harmonico,2010
124,62,85,nao_harmonico,2010
19,52,146,nao_harmonico,2011
157,253,188,nao_harmonico,2011
35,82,9,nao_harmonico,2011
192,65,129,nao_harmonico,2012
117,26,123,nao_harmonico,2012
220,202,141,nao_harmonico,2012
16,185,144,nao_harmonico,2013
176,61,42,nao_harmonico,2013
129,233,103,nao_harmonico,2013
75,146,24,nao_harmonico,2014
159,25,249,nao_harmonico,2014
99,113,188,nao_harmonico,2014
44,14,108,nao_harmonico,2015
219,106,168,nao_harmonico,2015
109,41,194,nao_harmonico,2015
21,147,100,nao_harmonico,2016
22,41,11,nao_harmonico,2016
152,185,138,nao_harmonico,2016
195,86,240,nao_harmonico,2017
43,53,119,nao_harmonico,2017
172,6,99,nao_harmonico,2017
180,179,151,nao_harmonico,2018
10,85,75,nao_harmonico,2018
124,238,1,nao_harmonico,2018
251,201,102,nao_harmonico,2019
66,242,83,nao_harmonico,2019
67,118,24,nao_harmonico,2019
186,4,54,nao_harmonico,2020
181,89,119,nao_harmonico,2020
130,58,10,nao_harmonico,2020
186,1,87,nao_harmonico,2021
100,5,116,nao_harmonico,2021
173,118,199,nao_harmonico,2021
46,78,92,nao_harmonico,2022
88,10,114,nao_harmonico,2022
177,194,168,nao_harmonico,2022
73,123,127,nao_harmonico,2023
31,175,37,nao_harmonico,2023
2,109,183,nao_harmonico,2023
223,217,74,nao_harmonico,2024
109,17,50,nao_harmonico,2024
26,16,100,nao_harmonico,2024
131,240,127,nao_harmonico,2025
214,184,147,nao_harmonico,2025
169,200,215,nao_harmonico,2025
20,120,51,nao_harmonico,2026
69,21,203,nao_harmonico,2026
124,243,6,nao_harmonico,2026
160,3,233,nao_harmonico,2027
149,9,26,nao_harmonico,2027
16,69,197,nao_harmonico,2027
137,216,58,nao_harmonico,2028
199,58,210,nao_harmonico,2028
110,179,4,nao_harmonico,2028
137,228,129,nao_harmonico,2029
131,74,51,nao_harmonico,2029
49,21,75,nao_harmonico,2029
123,154,104,nao_harmonico,2030
56,91,128,nao_harmonico,2030
80,32,184,nao_harmonico,2030
143,140,230,nao_harmonico,2031
243,224,25,nao_harmonico,2031
122,125,115,nao_harmonico,2031
133,169,49,nao_harmonico,2032
206,132,231,nao_harmonico,2032
116,191,123,nao_harmonico,2032
14,137,252,nao_harmonico,2033
14,220,27,nao_harmonico,2033
61,110,161,nao_harmonico,2033
106,41,61,nao_harmonico,2034
211,98,130,nao_harmonico,2034
115,98,28,nao_harmonico,2034
233,33,163,nao_harmonico,2035
220,76,125,nao_harmonico,2035
252,14,201,nao_harmonico,2035
239,232,102,nao_harmonico,2036
70,197,20,nao_harmonico,2036
229,143,50,nao_harmonico,2036
202,93,198,nao_harmonico,2037
232,103,3,nao_harmonico,2037
220,31,135,nao_harmonico,2037
181,90,96,nao_harmonico,2038
212,72,216,nao_harmonico,2038
227,232,242,nao_harmonico,2038
38,52,30,nao_harmonico,2039
189,116,241,nao_harmonico,2039
199,55,36,nao_harmonico,2039
137,66,30,nao_harmonico,2040
0,217,38,nao_harmonico,2040
91,62,193,nao_harmonico,2040
219,94,152,nao_harmonico,2041
136,66,49,nao_harmonico,2041
147,8,25,nao_harmonico,2041
139,67,153,nao_harmonico,2042
28,129,34,nao_harmonico,2042
238,53,54,nao_harmonico,2042
151,182,22,nao_harmonico,2043
8,59,178,nao_harmonico,2043
203,183,203,nao_harmonico,2043
237,196,202,nao_harmonico,2044
236,204,27,nao_harmonico,2044
173,8,37,nao_harmonico,2044
207,229,110,nao_harmonico,2045
70,3,224,nao_harmonico,2045
149,131,136,nao_harmonico,2045
73,21,247,nao_harmonico,2046
25,82,247,nao_harmonico,2046
174,254,119,nao_harmonico,2046
63,84,226,nao_harmonico,2047
183,102,69,nao_harmonico,2047
82,82,104,nao_harmonico,2047
57,99,116,nao_harmonico,2048
37,16,80,nao_harmonico,2048
46,15,215,nao_harmonico,2048
34,82,200,nao_harmonico,2049
106,254,17,nao_harmonico,2049
75,248,70,nao_harmonico,2049
183,51,5,nao_harmonico,2050
31,77,35,nao_harmonico,2050
238,2,161,nao_harmonico,2050
211,106,54,nao_harmonico,2051
13,88,178,nao_harmonico,2051
211,152,49,nao_harmonico,2051
254,29,116,nao_harmonico,2052
183,99,189,nao_harmonico,2052
36,164,178,nao_harmonico,2052
47,164,82,nao_harmonico,2053
40,50,63,nao_harmonico,2053
70,63,221,nao_harmonico,2053
35,183,44,nao_harmonico,2054
3,161,148,nao_harmonico,2054
137,109,127,nao_harmonico,2054
79,254,232,nao_harmonico,2055
9,13,220,nao_harmonico,2055
203,124,15,nao_harmonico,2055
216,65,143,nao_harmonico,2056
193,92,219,nao_harmonico,2056
42,21,57,nao_harmonico,2056
78,154,238,nao_harmonico,2057
176,59,255,nao_harmonico,2057
155,88,73,nao_harmonico,2057
0,35,105,nao_harmonico,2058
222,117,62,nao_harmonico,2058
5,63,49,nao_harmonico,2058
201,152,188,nao_harmonico,2059
159,212,216,nao_harmonico,2059
180,59,14,nao_harmonico,2059
158,204,109,nao_harmonico,2060
42,117,121,nao_harmonico,2060
80,149,109,nao_harmonico,2060
37,121,70,nao_harmonico,2061
71,181,188,nao_harmonico,2061
242,184,181,nao_harmonico,2061
175,131,128,nao_harmonico,2062
105,53,82,nao_harmonico,2062
24,185,109,nao_harmonico,2062
34,81,84,nao_harmonico,2063
128,71,168,nao_harmonico,2063
2,100,61,nao_harmonico,2063
216,210,19,nao_harmonico,2064
179,144,23,nao_harmonico,2064
157,6,24,nao_harmonico,2064
99,70,74,nao_harmonico,2065
198,190,98,nao_harmonico,2065
38,251,112,nao_harmonico,2065
64,67,251,nao_harmonico,2066
96,175,63,nao_harmonico,2066
62,96,184,nao_harmonico,2066
253,196,14,nao_harmonico,2067
195,13,108,nao_harmonico,2067
185,24,2,nao_harmonico,2067
217,124,248,nao_harmonico,2068
94,6,143,nao_harmonico,2068
187,187,69,nao_harmonico,2068
60,64,134,nao_harmonico,2069
68,92,240,nao_harmonico,2069
0,75,1,nao_harmonico,2069
63,4,33,nao_harmonico,2070
46,221,242,nao_harmonico,2070
104,161,29,nao_harmonico,2070
29,98,109,nao_harmonico,2071
123,208,201,nao_harmonico,2071
242,70,217,nao_harmonico,2071
28,36,4,nao_harmonico,2072
240,209,238,nao_harmonico,2072
26,237,114,nao_harmonico,2072
84,98,51,nao_harmonico,2073
143,5,5,nao_harmonico,2073
138,73,249,nao_harmonico,2073
156,218,59,nao_harmonico,2074
141,205,169,nao_harmonico,2074
99,84,207,nao_harmonico,2074
81,117,138,nao_harmonico,2075
174,145,250,nao_harmonico,2075
198,190,154,nao_harmonico,2075
191,153,74,nao_harmonico,2076
87,245,35,nao_harmonico,2076
201,121,243,nao_harmonico,2076
157,222,97,nao_harmonico,2077
152,248,173,nao_harmonico,2077
255,22,222,nao_harmonico,2077
116,186,143,nao_harmonico,2078
157,95,30,nao_harmonico,2078
22,239,148,nao_harmonico,2078
128,183,6,nao_harmonico,2079
59,16,59,nao_harmonico,2079
250,17,207,nao_harmonico,2079
216,251,251,nao_harmonico,2080
225,87,51,nao_harmonico,2080
124,199,200,nao_harmonico,2080
250,112,195,nao_harmonico,2081
36,137,47,nao_harmonico,2081
70,58,79,nao_harmonico,2081
204,189,230,nao_harmonico,2082
126,3,110,nao_harmonico,2082
197,162,76,nao_harmonico,2082
253,41,137,nao_harmonico,2083
16,59,103,nao_harmonico,2083
143,219,185,nao_harmonico,2083
80,137,70,nao_harmonico,2084
164,164,142,nao_harmonico,2084
215,193,113,nao_harmonico,2084
190,35,189,nao_harmonico,2085
31,119,106,nao_harmonico,2085
232,247,2,nao_harmonico,2085
169,63,58,nao_harmonico,2086
66,97,27,nao_harmonico,2086
159,84,86,nao_harmonico,2086
192,228,47,nao_harmonico,2087
141,188,170,nao_harmonico,2087
165,127,30,nao_harmonico,2087
45,165,190,nao_harmonico,2088
196,253,187,nao_harmonico,2088
9,184,46,nao_harmonico,2088
250,1,1,nao_harmonico,2089
137,141,214,nao_harmonico,2089
247,185,4,nao_harmonico,2089
130,19,113,nao_harmonico,2090
162,10,2,nao_harmonico,2090
51,26,241,nao_harmonico,2090
5,88,94,nao_harmonico,2091
230,170,252,nao_harmonico,2091
149,168,189,nao_harmonico,2091
128,17,34,nao_harmonico,2092
164,177,149,nao_harmonico,2092
10,249,190,nao_harmonico,2092
98,228,163,nao_harmonico,2093
253,219,49,nao_harmonico,2093
14,26,140,nao_harmonico,2093
208,18,222,nao_harmonico,2094
165,116,181,nao_harmonico,2094
25,118,142,nao_harmonico,2094
137,89,139,nao_harmonico,2095
0,138,37,nao_harmonico,2095
170,235,199,nao_harmonico,2095
22,116,217,nao_harmonico,2096
109,81,0,nao_harmonico,2096
140,48,47,nao_harmonico,2096
132,103,11,nao_harmonico,2097
52,112,129,nao_harmonico,2097
5,141,65,nao_harmonico,2097
222,0,186,nao_harmonico,2098
204,248,26,nao_harmonico,2098
41,110,35,nao_harmonico,2098
26,251,84,nao_harmonico,2099
182,130,170,nao_harmonico,2099
206,251,118,nao_harmonico,2099
108,70,26,nao_harmonico,2100
166,129,230,nao_harmonico,2100
155,155,20,nao_harmonico,2100
76,155,207,nao_harmonico,2101
128,237,78,nao_harmonico,2101
15,136,137,nao_harmonico,2101
98,151,11,nao_harmonico,2102
178,51,98,nao_harmonico,2102
155,87,171,nao_harmonico,2102
234,216,42,nao_harmonico,2103
13,120,38,nao_harmonico,2103
211,249,145,nao_harmonico,2103
98,40,78,nao_harmonico,2104
30,55,249,nao_harmonico,2104
121,63,31,nao_harmonico,2104
118,92,212,nao_harmonico,2105
37,82,197,nao_harmonico,2105
248,132,100,nao_harmonico,2105
136,63,238,nao_harmonico,2106
84,138,51,nao_harmonico,2106
144,252,241,nao_harmonico,2106
236,247,170,nao_harmonico,2107
80,107,165,nao_harmonico,2107
14,40,173,nao_harmonico,2107
37,31,66,nao_harmonico,2108
3,224,191,nao_harmonico,2108
234,241,87,nao_harmonico,2108
61,15,71,nao_harmonico,2109
4,59,61,nao_harmonico,2109
136,80,217,nao_harmonico,2109
104,76,224,nao_harmonico,2110
253,246,228,nao_harmonico,2110
144,112,119,nao_harmonico,2110
223,152,36,nao_harmonico,2111
194,25,12,nao_harmonico,2111
14,187,89,nao_harmonico,2111
246,67,242,nao_harmonico,2112
14,134,195,nao_harmonico,2112
247,41,197,nao_harmonico,2112
67,250,154,nao_harmonico,2113
66,185,160,nao_harmonico,2113
110,226,150,nao_harmonico,2113
60,8,251,nao_harmonico,2114
70,108,154,nao_harmonico,2114
52,30,18,nao_harmonico,2114
126,26,192,nao_harmonico,2115
123,170,146,nao_harmonico,2115
120,220,52,nao_harmonico,2115
50,216,130,nao_harmonico,2116
118,62,7,nao_harmonico,2116
192,227,50,nao_harmonico,2116
232,126,196,nao_harmonico,2117
168,236,71,nao_harmonico,2117
105,135,83,nao_harmonico,2117
91,160,234,nao_harmonico,2118
58,189,63,nao_harmonico,2118
204,229,217,nao_harmonico,2118
145,61,159,nao_harmonico,2119
252,13,111,nao_harmonico,2119
245,8,116,nao_harmonico,2119
130,68,143,nao_harmonico,2120
254,4,182,nao_harmonico,2120
67,45,187,nao_harmonico,2120
188,107,144,nao_harmonico,2121
55,161,225,nao_harmonico,2121
140,66,13,nao_harmonico,2121
129,85,253,nao_harmonico,2122
68,67,18,nao_harmonico,2122
205,119,236,nao_harmonico,2122
86,168,138,nao_harmonico,2123
78,254,39,nao_harmonico,2123
222,52,180,nao_harmonico,2123
49,85,118,nao_harmonico,2124
159,205,74,nao_harmonico,2124
49,162,133,nao_harmonico,2124
26,57,18,nao_harmonico,2125
121,212,71,nao_harmonico,2125
114,215,252,nao_harmonico,2125
221,122,122,nao_harmonico,2126
28,29,149,nao_harmonico,2126
75,211,205,nao_harmonico,2126
100,10,150,nao_harmonico,2127
153,110,53,nao_harmonico,2127
241,255,157,nao_harmonico,2127
212,135,26,nao_harmonico,2128
76,95,255,nao_harmonico,2128
149,5,213,nao_harmonico,2128
123,164,236,nao_harmonico,2129
113,70,156,nao_harmonico,2129
100,111,132,nao_harmonico,2129
136,50,187,nao_harmonico,2130
180,162,41,nao_harmonico,2130
170,192,197,nao_harmonico,2130
41,197,89,nao_harmonico,2131
113,31,48,nao_harmonico,2131
142,58,1,nao_harmonico,2131
66,105,215,nao_harmonico,2132
104,205,193,nao_harmonico,2132
230,39,236,nao_harmonico,2132
228,198,176,nao_harmonico,2133
63,78,93,nao_harmonico,2133
31,73,2,nao_harmonico,2133
49,213,180,nao_harmonico,2134
94,125,85,nao_harmonico,2134
213,68,47,nao_harmonico,2134
221,169,93,nao_harmonico,2135
25,207,92,nao_harmonico,2135
112,68,75,nao_harmonico,2135
81,212,216,nao_harmonico,2136
135,109,195,nao_harmonico,2136
117,123,227,nao_harmonico,2136
193,39,221,nao_harmonico,2137
148,110,165,nao_harmonico,2137
31,187,179,nao_harmonico,2137
71,156,42,nao_harmonico,2138
88,59,229,nao_harmonico,2138
147,121,198,nao_harmonico,2138
178,30,225,nao_harmonico,2139
6,148,167,nao_harmonico,2139
191,30,113,nao_harmonico,2139
108,56,8,nao_harmonico,2140
173,127,191,nao_harmonico,2140
30,40,68,nao_harmonico,2140
192,125,179,nao_harmonico,2141
110,60,166,nao_harmonico,2141
202,84,29,nao_harmonico,2141
193,218,20,nao_harmonico,2142
218,112,87,nao_harmonico,2142
78,124,10,nao_harmonico,2142
173,81,76,nao_harmonico,2143
251,183,208,nao_harmonico,2143
145,169,155,nao_harmonico,2143
206,210,99,nao_harmonico,2144
5,239,155,nao_harmonico,2144
115,242,150,nao_harmonico,2144
86,49,171,nao_harmonico,2145
14,8,192,nao_harmonico,2145
38,6,182,nao_harmonico,2145
132,39,46,nao_harmonico,2146
211,38,58,nao_harmonico,2146
193,75,144,nao_harmonico,2146
160,140,180,nao_harmonico,2147
148,189,232,nao_harmonico,2147
139,85,19,nao_harmonico,2147
199,94,43,nao_harmonico,2148
62,118,110,nao_harmonico,2148
151,248,167,nao_harmonico,2148
166,230,159,nao_harmonico,2149
227,170,184,nao_harmonico,2149
124,94,86,nao_harmonico,2149
67,3,174,nao_harmonico,2150
55,15,52,nao_harmonico,2150
133,227,22,nao_harmonico,2150
72,178,170,nao_harmonico,2151
82,62,156,nao_harmonico,2151
35,188,196,nao_harmonico,2151
48,29,148,nao_harmonico,2152
205,91,47,nao_harmonico,2152
176,40,97,nao_harmonico,2152
200,44,111,nao_harmonico,2153
31,22,15,nao_harmonico,2153
107,29,187,nao_harmonico,2153
78,73,69,nao_harmonico,2154
85,229,175,nao_harmonico,2154
130,145,190,nao_harmonico,2154
50,139,138,nao_harmonico,2155
243,239,68,nao_harmonico,2155
175,93,117,nao_harmonico,2155
235,78,121,nao_harmonico,2156
204,237,207,nao_harmonico,2156
27,64,92,nao_harmonico,2156
123,128,95,nao_harmonico,2157
49,21,90,nao_harmonico,2157
167,25,218,nao_harmonico,2157
191,183,34,nao_harmonico,2158
249,100,110,nao_harmonico,2158
108,83,25,nao_harmonico,2158
27,67,189,nao_harmonico,2159
30,145,69,nao_harmonico,2159
215,191,76,nao_harmonico,2159
178,222,109,nao_harmonico,2160
152,35,236,nao_harmonico,2160
95,242,141,nao_harmonico,2160
119,169,122,nao_harmonico,2161
223,244,152,nao_harmonico,2161
195,31,151,nao_harmonico,2161
111,73,182,nao_harmonico,2162
135,45,117,nao_harmonico,2162
139,18,64,nao_harmonico,2162
217,202,207,nao_harmonico,2163
108,50,177,nao_harmonico,2163
230,196,205,nao_harmonico,2163
55,185,234,nao_harmonico,2164
46,160,47,nao_harmonico,2164
223,110,232,nao_harmonico,2164
66,55,59,nao_harmonico,2165
220,160,101,nao_harmonico,2165
146,243,127,nao_harmonico,2165
181,218,183,nao_harmonico,2166
127,48,20,nao_harmonico,2166
254,26,48,nao_harmonico,2166
158,245,210,nao_harmonico,2167
100,174,212,nao_harmonico,2167
117,239,239,nao_harmonico,2167
87,253,137,nao_harmonico,2168
230,79,56,nao_harmonico,2168
63,82,52,nao_harmonico,2168
106,68,21,nao_harmonico,2169
137,241,237,nao_harmonico,2169
31,41,64,nao_harmonico,2169
63,132,100,nao_harmonico,2170
205,44,139,nao_harmonico,2170
230,163,114,nao_harmonico,2170
101,43,252,nao_harmonico,2171
19,110,160,nao_harmonico,2171
170,152,229,nao_harmonico,2171
106,85,161,nao_harmonico,2172
11,81,190,nao_harmonico,2172
245,201,85,nao_harmonico,2172
111,190,60,nao_harmonico,2173
134,111,149,nao_harmonico,2173
41,115,87,nao_harmonico,2173
67,205,51,nao_harmonico,2174
128,105,168,nao_harmonico,2174
195,72,30,nao_harmonico,2174
113,134,145,nao_harmonico,2175
115,166,200,nao_harmonico,2175
46,33,212,nao_harmonico,2175
235,135,75,nao_harmonico,2176
155,149,96,nao_harmonico,2176
68,215,228,nao_harmonico,2176
147,142,23,nao_harmonico,2177
18,150,237,nao_harmonico,2177
90,188,26,nao_harmonico,2177
85,17,119,nao_harmonico,2178
135,228,64,nao_harmonico,2178
47,5,171,nao_harmonico,2178
0,147,74,nao_harmonico,2179
182,135,61,nao_harmonico,2179
79,82,22,nao_harmonico,2179
242,63,13,nao_harmonico,2180
47,194,239,nao_harmonico,2180
18,247,28,nao_harmonico,2180
79,62,59,nao_harmonico,2181
4,255,249,nao_harmonico,2181
154,63,222,nao_harmonico,2181
154,198,179,nao_harmonico,2182
200,59,215,nao_harmonico,2182
24,238,52,nao_harmonico,2182
86,107,110,nao_harmonico,2183
140,20,179,nao_harmonico,2183
91,124,4,nao_harmonico,2183
168,50,218,nao_harmonico,2184
150,33,50,nao_harmonico,2184
8,19,60,nao_harmonico,2184
238,64,255,nao_harmonico,2185
183,142,148,nao_harmonico,2185
178,251,102,nao_harmonico,2185
236,79,142,nao_harmonico,2186
89,81,190,nao_harmonico,2186
65,128,14,nao_harmonico,2186
192,39,188,nao_harmonico,2187
67,165,35,nao_harmonico,2187
38,10,157,nao_harmonico,2187
180,142,34,nao_harmonico,2188
219,243,190,nao_harmonico,2188
117,214,168,nao_harmonico,2188
122,234,149,nao_harmonico,2189
125,214,171,nao_harmonico,2189
162,231,135,nao_harmonico,2189
168,201,225,nao_harmonico,2190
35,23,244,nao_harmonico,2190
62,103,243,nao_harmonico,2190
61,118,229,nao_harmonico,2191
170,198,8,nao_harmonico,2191
234,146,10,nao_harmonico,2191
99,237,178,nao_harmonico,2192
252,115,81,nao_harmonico,2192
35,197,83,nao_harmonico,2192
14,77,233,nao_harmonico,2193
4,11,146,nao_harmonico,2193
106,88,166,nao_harmonico,2193
86,157,69,nao_harmonico,2194
174,82,29,nao_harmonico,2194
236,87,77,nao_harmonico,2194
58,12,82,nao_harmonico,2195
149,79,130,nao_harmonico,2195
42,168,166,nao_harmonico,2195
239,221,237,nao_harmonico,2196
115,65,75,nao_harmonico,2196
169,96,56,nao_harmonico,2196
71,123,254,nao_harmonico,2197
86,217,136,nao_harmonico,2197
5,215,95,nao_harmonico,2197
19,29,108,nao_harmonico,2198
183,97,20,nao_harmonico,2198
40,8,102,nao_harmonico,2198
160,161,151,nao_harmonico,2199
123,2,201,nao_harmonico,2199
106,233,61,nao_harmonico,2199
138,224,204,nao_harmonico,2200
254,6,85,nao_harmonico,2200
189,47,228,nao_harmonico,2200
184,10,113,nao_harmonico,2201
28,142,38,nao_harmonico,2201
241,127,179,nao_harmonico,2201
147,106,211,nao_harmonico,2202
54,184,173,nao_harmonico,2202
69,180,171,nao_harmonico,2202
44,85,106,nao_harmonico,2203
23,133,210,nao_harmonico,2203
108,43,43,nao_harmonico,2203
250,180,194,nao_harmonico,2204
38,202,168,nao_harmonico,2204
94,37,59,nao_harmonico,2204
99,233,49,nao_harmonico,2205
252,161,110,nao_harmonico,2205
159,18,48,nao_harmonico,2205
194,234,150,nao_harmonico,2206
192,142,54,nao_harmonico,2206
98,43,250,nao_harmonico,2206
189,224,97,nao_harmonico,2207
147,165,100,nao_harmonico,2207
247,102,70,nao_harmonico,2207
23,84,66,nao_harmonico,2208
50,221,11,nao_harmonico,2208
142,76,183,nao_harmonico,2208
119,217,167,nao_harmonico,2209
50,199,150,nao_harmonico,2209
51,72,187,nao_harmonico,2209
5,235,94,nao_harmonico,2210
215,94,140,nao_harmonico,2210
88,106,234,nao_harmonico,2210
76,222,56,nao_harmonico,2211
144,184,3,nao_harmonico,2211
132,135,33,nao_harmonico,2211
233,255,193,nao_harmonico,2212
125,20,35,nao_harmonico,2212
136,16,18,nao_harmonico,2212
148,110,128,nao_harmonico,2213
103,160,236,nao_harmonico,2213
104,101,107,nao_harmonico,2213
21,6,48,nao_harmonico,2214
10,100,195,nao_harmonico,2214
169,59,29,nao_harmonico,2214
55,21,183,nao_harmonico,2215
72,94,124,nao_harmonico,2215
230,65,204,nao_harmonico,2215
165,142,105,nao_harmonico,2216
83,49,205,nao_harmonico,2216
191,78,43,nao_harmonico,2216
229,243,178,nao_harmonico,2217
85,22,242,nao_harmonico,2217
246,47,72,nao_harmonico,2217
175,77,179,nao_harmonico,2218
106,248,12,nao_harmonico,2218
48,72,247,nao_harmonico,2218
51,242,103,nao_harmonico,2219
56,170,7,nao_harmonico,2219
157,151,213,nao_harmonico,2219
25,102,131,nao_harmonico,2220
177,203,172,nao_harmonico,2220
212,124,202,nao_harmonico,2220
106,254,193,nao_harmonico,2221
35,111,84,nao_harmonico,2221
127,188,54,nao_harmonico,2221
210,247,59,nao_harmonico,2222
124,111,198,nao_harmonico,2222
190,222,71,nao_harmonico,2222
167,116,136,nao_harmonico,2223
57,175,50,nao_harmonico,2223
60,182,237,nao_harmonico,2223
156,42,108,nao_harmonico,2224
96,13,49,nao_harmonico,2224
121,157,109,nao_harmonico,2224
179,107,2,nao_harmonico,2225
36,96,194,nao_harmonico,2225
28,99,243,nao_harmonico,2225
243,122,132,nao_harmonico,2226
98,141,46,nao_harmonico,2226
175,212,228,nao_harmonico,2226
253,253,145,nao_harmonico,2227
37,24,221,nao_harmonico,2227
140,50,248,nao_harmonico,2227
111,19,95,nao_harmonico,2228
185,138,149,nao_harmonico,2228
83,185,150,nao_harmonico,2228
26,47,125,nao_harmonico,2229
25,247,88,nao_harmonico,2229
187,216,107,nao_harmonico,2229
83,69,119,nao_harmonico,2230
186,31,29,nao_harmonico,2230
63,54,193,nao_harmonico,2230
137,136,181,nao_harmonico,2231
31,53,139,nao_harmonico,2231
59,190,146,nao_harmonico,2231
65,151,156,nao_harmonico,2232
59,246,127,nao_harmonico,2232
127,110,2,nao_harmonico,2232
241,191,42,nao_harmonico,2233
176,24,138,nao_harmonico,2233
172,39,41,nao_harmonico,2233
183,111,22,nao_harmonico,2234
52,51,93,nao_harmonico,2234
82,162,216,nao_harmonico,2234
124,48,61,nao_harmonico,2235
101,248,253,nao_harmonico,2235
207,86,32,nao_harmonico,2235
102,53,96,nao_harmonico,2236
213,115,183,nao_harmonico,2236
94,2,44,nao_harmonico,2236
167,124,247,nao_harmonico,2237
80,226,20,nao_harmonico,2237
71,191,96,nao_harmonico,2237
71,46,195,nao_harmonico,2238
196,244,209,nao_harmonico,2238
251,201,64,nao_harmonico,2238
224,247,141,nao_harmonico,2239
18,146,57,nao_harmonico,2239
